Articolo;Prezzo 1 (€);Qt min 2;Prezzo 2 (€);Qt min 3;Prezzo 3 (€);Qt min 4;Prezzo 4 (€);Qt min 5;Prezzo 5 (€);Qt min 6;Prezzo 6 (€);Prezzo minimo;Cod transfert;
DIRECTGET20X30PUL10;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X30PUL20;27.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X30PVC10;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X30PVC5;18.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X30RIKBOND;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET20X30RIKBOND-D;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET24X32ACCIAIO;40.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET24X32ACCIAIO-D;47.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-24X32-NC-ACCIAIO;40.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-24X32-NC-ACCIAIO-D;47.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET24X32-NC-PUL10;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET24X32-NC-PUL20;27.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-24X32-NC-RIKBOND;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-24X32-NC-RIKBOND-D;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET24X32PUL10;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET24X32PUL20;27.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET24X32RIKBOND;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET24X32RIKBOND-D;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET24X36ACCIAIO;40.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET24X36ACCIAIO-D;47.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-24X36-NC-ACCIAIO;40.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-24X36-NC-ACCIAIO-D;47.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET24X36-NC-PUL10;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET24X36-NC-PUL20;27.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-24X36-NC-RIKBOND;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-24X36-NC-RIKBOND-D;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET24X36PUL10;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET24X36PUL20;27.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET24X36RIKBOND;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET24X36RIKBOND-D;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X30ACCIAIO;40.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X30ACCIAIO-D;47.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X30MAGNET;24.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-30X30-NC-ACCIAIO;40.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-30X30-NC-ACCIAIO-D;47.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X30-NC-MAGNET;24.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X30-NC-POLI3;17.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X30-NC-PUL10;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X30-NC-PUL20;27.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X30-NC-PVC10;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X30-NC-PVC5;18.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-30X30-NC-RIKBOND;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-30X30-NC-RIKBOND-D;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X30POLI3;17.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X30PUL10;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X30PUL20;27.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X30PVC10;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X30PVC5;18.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X30RIKBOND;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X30RIKBOND-D;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X30TELA;39.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40ACCIAIO;40.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40ACCIAIO-D;47.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40KRISTAL;41.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET30X40KRISTAL-D;48.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET30X40MAGNET;24.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-30X40-NC-ACCIAIO;40.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-30X40-NC-ACCIAIO-D;47.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40-NC-KRISTAL;41.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET30X40-NC-KRISTAL-D;48.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET30X40-NC-MAGNET;24.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40-NC-POLI3;17.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40-NC-PUL10;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40-NC-PUL20;27.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40-NC-PVC10;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40-NC-PVC5;18.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-30X40-NC-RIKBOND;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-30X40-NC-RIKBOND-D;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40-NC-TELA;39.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40POLI3;17.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40PUL10;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40PUL20;27.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40PVC10;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40PVC5;18.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40RIKBOND;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40RIKBOND-D;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X40TELA;39.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X45ACCIAIO;40.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X45ACCIAIO-D;47.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X45KRISTAL;41.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET30X45KRISTAL-D;48.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET30X45MAGNET;24.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-30X45-NC-ACCIAIO;40.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-30X45-NC-ACCIAIO-D;47.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X45-NC-KRISTAL;41.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET30X45-NC-KRISTAL-D;48.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET30X45-NC-MAGNET;24.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X45-NC-POLI3;17.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X45-NC-PUL10;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X45-NC-PUL20;27.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X45-NC-PVC10;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X45-NC-PVC5;18.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-30X45-NC-RIKBOND;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-30X45-NC-RIKBOND-D;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X45POLI3;17.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X45PUL10;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X45PUL20;27.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X45PVC10;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X45PVC5;18.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X45RECBOND3;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET30X45RIKBOND-D;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40ACCIAIO;62.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40ACCIAIO-D;74.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40ACQUERELLO;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40MAGNET;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40MAGNET-NC;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-40X40-NC-ACCIAIO;62.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-40X40-NC-ACCIAIO-D;74.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40-NC-ACQUERELLO;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40-NC-POLARDAWN;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40-NC-POLI3;29.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40-NC-PUL10;45.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40-NC-PUL20;48.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40-NC-PVC10;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40-NC-PVC5;32.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-40X40-NC-RIKBOND;54.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-40X40-NC-RIKBOND-D;66.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40-NC-TINTORETTO;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40POLARDAWN;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40POLI3;29.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40PUL10;45.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40PUL20;48.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40PVC10;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40PVC5;32.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40RIKBOND;54.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40RIKBOND-D;66.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X40TINTORETTO;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50ACCIAIO;62.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50ACCIAIO-D;74.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50ACQUERELLO;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50KRISTAL;64.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET40X50KRISTAL-D;77.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET40X50MAGNET;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50MAGNET-NC;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-40X50-NC-ACCIAIO;62.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-40X50-NC-ACCIAIO-D;74.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50-NC-KRISTAL;64.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET40X50-NC-KRISTAL-D;77.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET40X50-NC-POLI3;29.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50-NC-PUL10;45.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50-NC-PUL20;48.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50-NC-PVC10;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50-NC-PVC5;32.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-40X50-NC-RIKBOND;54.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-40X50-NC-RIKBOND-D;66.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50POLAR;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50POLI3;29.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50PUL10;45.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50PUL20;48.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50PVC10;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50PVC5;32.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50RIKBOND;54.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50RIKBOND-D;66.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X50TINTORETTO;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X60ACCIAIO;62.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X60ACCIAIO-D;74.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X60ACQUERELLO;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X60KRISTAL;64.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X60KRISTAL-D;77.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X60MAGNET;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X60MAGNET-NC;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-40X60-NC-ACCIAIO;62.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-40X60-NC-ACCIAIO-D;74.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X60-NC-KRISTAL;64.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET40X60-NC-KRISTAL-D;77.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET40X60-NC-POLI3;29.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X60-NC-PUL10;45.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X60-NC-PUL20;48.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X60-NC-PVC10;36.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X60-NC-PVC5;32.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-40X60-NC-RIKBOND;54.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-40X60-NC-RIKBOND-D;66.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET40X60POLARDAWN;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
