Articolo;Prezzo 1 (€);Qt min 2;Prezzo 2 (€);Qt min 3;Prezzo 3 (€);Qt min 4;Prezzo 4 (€);Qt min 5;Prezzo 5 (€);Qt min 6;Prezzo 6 (€);Prezzo minimo;Cod transfert;
DIRECTGET-70X100-NC-ACCIAIO-D;138.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X100-NC-KRISTAL;108.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET70X100-NC-KRISTAL-D;131.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFMONTAGGI;
DIRECTGET70X100-NC-POLI3;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X100-NC-PUL10;74.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X100-NC-PUL20;81.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X100-NC-PVC10;66.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X100-NC-PVC5;55.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-70X100-NC-RIKBOND;97.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-70X100-NC-RIKBOND-D;120.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X100-NC-TELA;94.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X100POLARDAWN;40.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X100POLI3;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X100PUL10;74.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X100PUL20;81.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X100PVC10;66.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X100PVC5;55.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X100RIKBOND;97.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X100RIKBOND-D;120.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X100TELA;94.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X100TINTORETTO;40.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70ACCIAIO;116.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70ACCIAIO-D;138.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70ACQUERELLO;40.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-70X70-NC-ACCIAIO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-70X70-NC-ACCIAIO-D;138.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70-NC-ACQUERELLO;40.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70-NC-POLARDAWN;40.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70-NC-POLI3;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70-NC-PUL10;74.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70-NC-PUL20;81.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70-NC-PVC10;66.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70-NC-PVC5;55.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-70X70-NC-RIKBOND;97.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET-70X70-NC-RIKBOND-D;120.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70-NC-TINTORETTO;40.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70POLARDAWN;40.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70POLI3;43.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70PUL10;74.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70PUL20;81.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70PVC10;66.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70PVC5;55.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70RIKBOND;97.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70RIKBOND-D;120.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
DIRECTGET70X70TINTORETTO;40.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFSTDIRETTA;
FOTOCER-MIN-OVA;65.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCERAMICHE;
FOTOCER-MIN-RET;65.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCERAMICHE;
FOTOCER-MIN-ROT;65.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCERAMICHE;
FOTOCER-OVA-11X15;123.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCERAMICHE;
FOTOCER-OVA-13X18;160.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCERAMICHE;
FOTOCER-OVA-7X9;79.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCERAMICHE;
FOTOCER-OVA-8X10;91.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCERAMICHE;
FOTOCER-OVA-9X12;95.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCERAMICHE;
FOTOCER-RET-11X15;123.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCERAMICHE;
FOTOCER-RET-13X18;160.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCERAMICHE;
FOTOCER-RET-7X9;79.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCERAMICHE;
FOTOCER-RET-8X10;91.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCERAMICHE;
FOTOCER-RET-9X12;95.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFCERAMICHE;
FOTOTAXI-DUMMY;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFTAXI;
FTX-BIGL-CART;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFTAXI;
FTX-CARTELLINA-SCUOLA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFTAXI;
FTX-MATRIMONIO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFTAXI;
FTX-MENU-SEGNAPOSTO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFTAXI;
FTX-MOUSEPAD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFTAXI;
FTX-PROVINO-DAUTORE;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFTAXI;
FTX-PUZZLES-DISNEY;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFTAXI;
FTX-RIC-LUTTO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFTAXI;
GET-BIGL-10X20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-10X20-2A-ORIZ;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-10X20-2A-ORIZ-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-10X20-2A-SFA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-10X20-2A-SFA-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-10X20-2A-VERT;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-10X20-2A-VERT-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-10X20-3A-FIN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-10X20-3A-FIN-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-10X20-3A-SOV;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-10X20-3A-SOV-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-10X20-4A-SCA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-10X20-4A-SCA-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-10X20-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-12X18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-12X18-2A-ORIZ;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-12X18-2A-ORIZ-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-12X18-2A-SFA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-12X18-2A-SFA-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-12X18-2A-VERT;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-12X18-2A-VERT-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-12X18-3A-FIN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-12X18-3A-FIN-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-12X18-3A-SOV;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-12X18-3A-SOV-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-12X18-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-12X18-V2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-12X18-V2-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-15X15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-15X15-2A;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-15X15-2A-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-15X15-3A-FIN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-15X15-3A-FIN-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-15X15-3A-POR;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-15X15-3A-POR-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-15X15-3A-SOV;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-15X15-3A-SOV-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-15X15-5A-FIN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-15X15-5A-FIN-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BIGL-15X15-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BOCCALE;18.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BVIS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BVIS-2A-ORIZ;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BVIS-2A-ORIZ-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BVIS-2A-VERT;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BVIS-2A-VERT-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BVIS-5X5-2A;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BVIS-5X5-2A-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BVIS-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BVIS-VERT;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-BVIS-VERT-R;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFBIGLIETTI;
GET-CRAVATTA;19.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-CUSCINO-BIG;29.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-CUSCINO-BIG-CUORE;23.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-CUSCINO-CLASSICO;19.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-CUSCINO-CUORE;19.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-CUSCINO-RASO;23.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-CUSCINO-RASO-CUORE;27.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-CUSCINO-RASO-R;27.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-EMOTION-13X13-BN-COR;1.35;5.00;1.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-13X13-BN-ICC;1.35;5.00;1.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-13X13-COR;1.35;5.00;1.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-13X13-ICC;1.35;5.00;1.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-13X19-BN-COR;1.35;5.00;1.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-13X19-BN-ICC;1.35;5.00;1.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-13X19-COR;1.35;5.00;1.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-13X19-ICC;1.35;5.00;1.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-15X15-BN-COR;1.70;5.00;1.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-15X15-BN-ICC;1.70;5.00;1.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-15X15-COR;1.70;5.00;1.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-15X15-ICC;1.70;5.00;1.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-15X22-BN-COR;1.70;5.00;1.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-15X22-BN-ICC;1.70;5.00;1.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-15X22-COR;1.70;5.00;1.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-15X22-ICC;1.70;5.00;1.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-20X20-BN-COR;2.70;5.00;2.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-20X20-BN-ICC;2.70;5.00;2.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-20X20-COR;2.70;5.00;2.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-20X20-ICC;2.70;5.00;2.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-20X30-BN-COR;2.70;5.00;2.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-20X30-BN-ICC;2.70;5.00;2.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-20X30-COR;2.70;5.00;2.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-20X30-ICC;2.70;5.00;2.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-24X24-BN-COR;4.55;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-24X24-BN-ICC;4.55;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-24X24-COR;4.55;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-24X24-ICC;4.55;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-24X36-BN-COR;4.55;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-24X36-BN-ICC;4.55;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-24X36-COR;4.55;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-24X36-ICC;4.55;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-30X30-BN-COR;5.15;5.00;5.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-30X30-BN-ICC;5.15;5.00;5.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-30X30-COR;5.15;5.00;5.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-30X30-ICC;5.15;5.00;5.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-30X45-BN-COR;5.15;5.00;5.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-30X45-BN-ICC;5.15;5.00;5.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-30X45-COR;5.15;5.00;5.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-EMOTION-30X45-ICC;5.15;5.00;5.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFINGRANDIMENTI;
GET-GALAXYS2-2D;16.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-GALAXYS3-2D;16.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-GALAXYS3-FLIP;24.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-GALAXYS3-SPORT;21.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-GALAXYS4-2D;16.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-GALAXYS4-3D;19.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-GALAXYS4-FLIP;24.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-GALAXYS4-SPORT;21.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-GALAXYS5-2D;16.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-IDT-A3-2017-CS;24.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
GET-IDT-A3-2017-TC;27.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;TRFGADGET;
